RelPath,Status,Detail,Width,Height,MeanR,MeanG,MeanB,ColorDiff,BrightPct,DarkPct,LaplacianVar
2014\K1\1X\02_03-2014_11_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.7,128.0,117.9,19.39,0.0%,0.0%,593.08
2014\K1\1X\02_03-2014_11_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,168.1,131.0,111.9,37.48,0.0%,0.0%,298.74
2014\K1\1X\02_03-2014_11_21-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,154.4,133.8,134.7,15.31,0.0%,0.0%,247.92
2014\K1\1X\02_03-2014_11_22-10_01-K1-1X.jpeg,LOW_CONTRAST,Low color contrast (std dev: 14.6),2288,1712,163.2,131.1,124.7,25.98,0.0%,0.0%,240.77
2014\K1\1X\02_03-2014_11_23-10_02-K1-1X.jpeg,OK,Clean image,2288,1712,155.5,131.9,119.9,23.80,0.0%,0.0%,989.65
2014\K1\1X\02_03-2014_11_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,168.6,131.1,113.9,36.53,0.0%,0.0%,448.19
2014\K1\1X\02_03-2014_11_25-10_31-K1-1X.jpeg,OK,Clean image,2288,1712,158.3,131.1,116.7,27.79,0.0%,0.0%,770.90
2014\K1\1X\02_03-2014_11_26-10_31-K1-1X.jpeg,OK,Clean image,2288,1712,157.7,133.6,125.9,21.53,0.0%,0.0%,306.44
2014\K1\1X\02_03-2014_11_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.3,135.3,124.6,20.68,0.0%,0.0%,994.86
2014\K1\1X\02_03-2014_11_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,153.8,131.5,117.0,24.60,0.0%,0.0%,618.71
2014\K1\1X\02_03-2014_11_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.3,127.5,119.8,18.22,0.0%,0.0%,868.22
2014\K1\1X\02_03-2014_11_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,151.1,126.5,112.7,25.58,0.0%,0.0%,525.95
2014\K1\1X\02_03-2014_12_01-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,156.9,132.3,124.9,21.51,0.0%,0.0%,407.14
2014\K1\1X\02_03-2014_12_03-10_45-K1-1X.jpeg,OK,Clean image,2288,1712,162.8,132.1,121.5,27.62,0.0%,0.0%,319.16
2014\K1\1X\02_03-2014_12_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,164.7,129.6,106.8,38.63,0.0%,0.0%,385.99
2014\K1\1X\02_03-2014_12_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,145.5,118.4,95.8,33.15,0.0%,0.0%,390.89
2014\K1\1X\02_03-2014_12_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,147.2,134.3,115.6,21.38,0.0%,0.0%,592.21
2014\K1\1X\02_03-2014_12_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.5,134.2,123.3,22.92,0.0%,0.0%,415.93
2014\K1\1X\02_03-2014_12_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.1,138.4,97.7,41.16,0.0%,0.0%,453.79
2014\K1\1X\02_03-2014_12_09-10_35-K1-1X.jpeg,OK,Clean image,2288,1712,153.4,137.5,99.9,36.15,0.0%,0.0%,627.83
2014\K1\1X\02_03-2014_12_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,152.2,134.6,126.8,17.54,0.0%,0.0%,274.46
2014\K1\1X\02_03-2014_12_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,139.2,133.3,110.9,19.89,0.0%,0.0%,677.97
2014\K1\1X\02_03-2014_12_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.4,136.0,122.0,22.72,0.0%,0.0%,482.62
2014\K1\1X\02_03-2014_12_13-11_21-K1-1X.jpeg,OK,Clean image,2288,1712,154.6,137.6,96.9,39.14,0.0%,0.0%,278.25
2014\K1\1X\02_03-2014_12_14-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.4,138.0,125.2,20.35,0.0%,0.0%,466.12
2014\K1\1X\02_03-2014_12_15-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.3,135.1,88.2,33.25,0.0%,0.0%,792.94
2014\K1\1X\02_03-2014_12_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,136.1,137.2,80.8,40.35,0.0%,0.0%,1011.35
2014\K1\1X\02_03-2014_12_17-10_50-K1-1X.jpeg,OK,Clean image,2288,1712,138.3,136.2,74.8,45.09,0.0%,0.0%,1075.65
2014\K1\1X\02_03-2014_12_18-10_51-K1-1X.jpeg,OK,Clean image,2288,1712,152.6,140.9,85.5,46.22,0.0%,0.0%,507.44
2014\K1\1X\02_03-2014_12_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,147.4,139.4,130.3,15.11,0.0%,0.0%,333.53
2014\K1\1X\02_03-2014_12_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,143.1,138.5,133.9,12.11,0.0%,0.0%,419.00
2014\K1\1X\02_03-2014_12_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,128.7,132.6,82.8,34.65,0.0%,0.0%,635.27
2014\K1\1X\02_03-2014_12_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.8,137.1,80.9,43.36,0.0%,0.0%,537.71
2014\K1\1X\02_03-2014_12_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.7,145.3,75.1,49.34,0.0%,0.0%,1103.73
2014\K1\1X\02_03-2014_12_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.8,137.2,70.9,46.03,0.0%,0.0%,1018.61
2014\K1\1X\02_03-2014_12_25-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,125.6,130.2,79.7,34.15,0.0%,0.0%,625.19
2014\K1\1X\02_03-2014_12_26-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,129.1,132.5,72.8,41.44,0.0%,0.0%,764.96
2014\K1\1X\02_03-2014_12_27-09_31-K1-1X.jpeg,OK,Clean image,2288,1712,146.2,143.1,87.5,42.27,0.0%,0.0%,479.62
2014\K1\1X\02_03-2014_12_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,140.3,140.5,138.8,10.13,0.0%,0.0%,340.94
2014\K1\1X\02_03-2014_12_30-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,133.2,134.3,133.0,9.54,0.0%,0.0%,221.06
2014\K1\1X\02_03-2014_12_31-11_07-K1-1X.jpeg,OK,Clean image,2288,1712,136.4,140.6,82.0,41.88,0.0%,0.0%,307.24
2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,OK,Clean image,2288,1712,145.0,140.5,80.6,47.53,0.0%,0.0%,1352.30
2015\K1\10X\02_03-2015_01_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,117.8,118.3,117.3,8.44,0.0%,0.0%,526.77
2015\K1\10X\02_03-2015_01_15-10_52-K1-10X.jpeg,OK,Clean image,2288,1712,126.2,124.1,121.3,11.04,0.0%,0.0%,1506.84
2015\K1\10X\02_03-2015_01_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,131.2,132.1,75.0,41.05,0.0%,0.0%,81.01
2015\K1\10X\02_03-2015_01_17-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,111.1,114.3,69.7,31.19,0.1%,0.0%,2288.99
2015\K1\10X\02_03-2015_01_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,114.5,116.8,71.4,32.00,0.2%,0.0%,2497.87
2015\K1\10X\02_03-2015_01_21-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,131.6,131.9,78.7,38.93,0.0%,0.0%,2152.37
2015\K1\10X\02_03-2015_02_05-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.2,137.5,73.2,43.73,0.2%,0.1%,2707.27
2015\K1\10X\02_03-2015_02_06-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,111.9,124.9,58.6,44.49,0.0%,0.0%,490.14
2015\K1\10X\02_03-2015_02_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,108.4,122.6,55.3,45.44,0.0%,0.1%,1441.23
2015\K1\10X\02_03-2015_02_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,120.7,138.7,71.3,45.72,0.0%,0.0%,650.86
2015\K1\10X\02_03-2015_02_11-10_25-K1-10X.jpeg,OK,Clean image,2288,1712,120.5,140.6,75.2,44.22,0.0%,0.0%,912.89
2015\K1\10X\02_03-2015_02_11-10_30-K1-10X.jpeg,OK,Clean image,2288,1712,115.8,134.9,69.2,44.28,0.0%,0.0%,723.22
2015\K1\10X\02_03-2015_02_13-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,113.5,132.1,70.8,41.78,0.0%,0.0%,863.01
2015\K1\10X\02_03-2015_02_14-11_00-K1-10X.jpeg,OK,Clean image,2288,1712,116.3,132.8,64.1,46.35,0.0%,0.0%,512.27
2015\K1\10X\02_03-2015_02_15-11_00-K1-10X.jpeg,OK,Clean image,2288,1712,117.8,134.1,66.5,45.76,0.0%,0.0%,720.94
2015\K1\10X\02_03-2015_02_17-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,111.7,133.0,68.9,43.34,0.0%,0.0%,950.19
2015\K1\10X\02_03-2015_02_18-10_30-K1-10X.jpeg,LOW_CONTRAST,Low color contrast (std dev: 14.1),2288,1712,119.0,138.1,68.3,46.68,0.0%,0.0%,189.18
2015\K1\10X\02_03-2015_02_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,122.8,141.7,63.6,52.29,0.1%,0.1%,1785.86
2015\K1\10X\02_03-2015_02_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,111.1,129.9,67.4,42.47,0.0%,0.0%,869.76
2015\K1\10X\02_03-2015_02_21-10_30-K1-10X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 62.49),2288,1712,114.4,134.3,66.7,45.35,0.0%,0.0%,62.49
2015\K1\10X\02_03-2015_02_22-10_06-K1-10X.jpeg,OK,Clean image,2288,1712,106.0,131.8,57.4,49.69,0.1%,0.4%,2116.72
2015\K1\10X\02_03-2015_02_23-10_07-K1-10X.jpeg,LOW_CONTRAST,Low color contrast (std dev: 13.4),2288,1712,116.0,135.1,61.9,48.83,0.0%,0.0%,15.59
2015\K1\10X\02_03-2015_02_24-10_07-K1-10X.jpeg,OK,Clean image,2288,1712,118.6,137.2,59.8,52.01,0.0%,0.0%,785.68
2015\K1\10X\02_03-2015_02_25-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,109.6,132.1,67.1,43.73,0.0%,0.0%,1010.08
2015\K1\10X\02_03-2015_02_26-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,110.1,130.9,65.0,43.99,0.1%,0.1%,1979.31
2015\K1\10X\02_03-2015_02_27-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,108.3,127.6,56.1,47.85,0.0%,0.0%,960.36
2015\K1\10X\02_03-2015_02_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,112.3,133.8,54.0,53.40,0.0%,0.1%,1060.96
2015\K1\10X\02_03-2015_03_01-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,108.7,132.3,56.1,50.85,0.0%,0.3%,1936.43
2015\K1\10X\02_03-2015_03_03-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,106.8,135.5,56.2,52.91,0.0%,0.0%,739.20
2015\K1\10X\02_03-2015_03_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,104.9,134.4,56.7,51.82,0.0%,0.1%,1336.80
2015\K1\10X\02_03-2015_03_05-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,108.7,138.3,57.4,53.99,0.0%,0.0%,100.53
2015\K1\10X\02_03-2015_03_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,104.6,133.7,49.7,56.05,0.0%,0.6%,1882.77
2015\K1\10X\02_03-2015_03_09-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,106.1,137.8,38.2,66.39,0.0%,0.0%,308.25
2015\K1\10X\02_03-2015_03_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,103.3,136.0,41.8,62.80,0.0%,1.4%,1712.31
2015\K1\10X\02_03-2015_03_11-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,102.1,140.8,55.9,56.69,0.0%,0.0%,646.46
2015\K1\10X\02_03-2015_03_12-10_00-K1-10X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 46.96),2288,1712,105.6,144.0,84.0,40.05,0.0%,0.0%,46.96
2015\K1\10X\02_03-2015_03_13-10_55-K1-10X.jpeg,OK,Clean image,2288,1712,103.6,142.9,58.1,56.64,0.0%,0.0%,420.64
2015\K1\10X\02_03-2015_03_14-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,102.7,136.9,57.2,53.19,0.0%,0.0%,346.76
2015\K1\10X\02_03-2015_03_16-11_00-K1-10X.jpeg,OK,Clean image,2288,1712,101.0,136.2,73.9,41.58,0.0%,0.0%,349.76
2015\K1\10X\02_03-2015_03_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,94.8,138.3,68.0,46.93,0.0%,0.0%,484.01
2015\K1\10X\02_03-2015_03_20-10_06-K1-10X.jpeg,OK,Clean image,2288,1712,94.0,141.9,65.5,50.96,0.0%,0.0%,423.62
2015\K1\10X\02_03-2015_03_22-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,109.4,154.8,52.8,68.09,0.1%,0.3%,1489.76
2015\K1\10X\02_03-2015_03_23-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,94.3,133.3,36.5,64.51,0.1%,4.0%,2075.56
2015\K1\10X\02_03-2015_03_24-10_00-K1-10X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 40.59),2288,1712,94.1,140.6,53.0,58.46,0.0%,0.0%,40.59
2015\K1\10X\02_03-2015_03_25-10_51-K1-10X.jpeg,OK,Clean image,2288,1712,105.1,155.6,63.6,61.38,0.0%,0.0%,1240.34
2015\K1\10X\02_03-2015_03_26-10_26-K1-10X.jpeg,OK,Clean image,2288,1712,90.4,132.7,39.7,62.00,0.1%,3.0%,2159.24
2015\K1\10X\02_03-2015_03_27-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,94.7,134.9,38.1,64.57,0.1%,2.6%,1744.12
2015\K1\10X\02_03-2015_03_28-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,93.8,140.8,50.1,60.50,0.0%,0.2%,1102.00
2015\K1\10X\02_03-2015_03_29-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,91.9,139.0,62.5,51.05,0.0%,0.0%,379.27
2015\K1\10X\02_03-2015_03_30-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,96.0,123.2,62.2,40.87,0.5%,0.1%,2625.48
2015\K1\10X\02_03-2015_04_01-12_00-K1-10X.jpeg,OK,Clean image,2288,1712,91.1,130.7,54.1,51.15,0.2%,0.7%,2148.68
2015\K1\10X\02_03-2015_04_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,99.4,135.9,65.8,46.90,0.1%,0.0%,1576.59
2015\K1\10X\02_03-2015_04_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,98.1,135.0,62.2,48.59,0.1%,0.0%,1559.27
2015\K1\10X\02_03-2015_04_05-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,94.6,123.5,59.1,43.12,0.5%,0.3%,2672.78
2015\K1\10X\02_03-2015_04_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,93.7,131.5,59.3,48.24,0.5%,0.6%,2668.93
2015\K1\10X\02_03-2015_04_07-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,94.0,129.4,51.4,52.09,0.3%,0.9%,2289.62
2015\K1\10X\02_03-2015_04_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,92.5,124.8,51.7,48.88,0.4%,1.0%,2424.39
2015\K1\10X\02_03-2015_04_09-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,95.3,132.3,67.4,43.32,0.0%,0.0%,1365.02
2015\K1\10X\02_03-2015_04_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,103.2,139.4,70.0,46.57,1.0%,0.4%,3323.11
2015\K1\10X\02_03-2015_04_12-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,103.9,148.0,84.9,42.16,0.1%,0.0%,1786.12
2015\K1\10X\02_03-2015_04_13-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,93.1,128.0,58.2,46.53,0.0%,0.0%,163.28
2015\K1\10X\02_03-2015_04_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,96.0,129.6,63.7,44.14,0.6%,0.4%,2752.12
2015\K1\10X\02_03-2015_04_17-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,97.3,132.3,65.2,44.96,0.8%,0.4%,2992.76
2015\K1\10X\02_03-2015_04_18-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,102.2,140.8,65.8,50.01,0.0%,0.0%,136.79
2015\K1\10X\02_03-2015_04_22-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,96.9,135.7,77.6,38.76,0.0%,0.0%,1232.30
2015\K1\10X\02_03-2015_04_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,95.8,129.9,68.6,41.11,0.7%,0.0%,2184.59
2015\K1\10X\02_03-2015_04_25-11_32-K1-10X.jpeg,OK,Clean image,2288,1712,101.4,139.0,74.4,43.20,1.0%,0.1%,2699.48
2015\K1\10X\02_03-2015_04_26-11_30-K1-10X.jpeg,OK,Clean image,2288,1712,97.1,132.4,66.3,44.17,0.6%,0.1%,2363.64
2015\K1\10X\02_03-2015_04_27-11_07-K1-10X.jpeg,OK,Clean image,2288,1712,106.3,137.8,62.8,50.08,0.4%,0.0%,1549.33
2015\K1\10X\02_03-2015_04_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,98.7,132.4,63.4,46.07,0.5%,0.0%,1948.02
2015\K1\10X\02_03-2015_04_29-10_12-K1-10X.jpeg,OK,Clean image,2288,1712,110.3,141.2,64.7,51.10,0.2%,0.0%,1155.26
2015\K1\10X\02_03-2015_04_30-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,112.3,138.2,68.2,46.78,0.3%,0.0%,1511.19
2015\K1\10X\02_03-2015_05_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,112.4,138.8,69.8,46.05,0.0%,0.0%,610.64
2015\K1\10X\02_03-2015_05_05-10_55-K1-10X.jpeg,OK,Clean image,2288,1712,105.7,127.4,59.1,45.52,0.1%,0.0%,1074.18
2015\K1\10X\02_03-2015_05_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,116.3,133.4,60.4,48.70,0.1%,0.0%,1030.92
2015\K1\10X\02_03-2015_05_09-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,120.8,130.3,65.4,43.37,0.0%,0.0%,389.21
2015\K1\10X\02_03-2015_05_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,120.0,127.7,60.1,45.26,0.0%,0.0%,678.23
2015\K1\10X\02_03-2015_05_12-10_21-K1-10X.jpeg,OK,Clean image,2288,1712,135.4,140.6,68.0,48.83,0.1%,0.0%,933.60
2015\K1\10X\02_03-2015_05_13-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,131.4,134.8,64.5,47.65,0.1%,0.0%,923.71
2015\K1\10X\02_03-2015_05_15-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,123.7,123.6,61.1,43.31,0.0%,0.0%,724.91
2015\K1\10X\02_03-2015_05_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.2,122.1,58.6,45.17,0.0%,0.0%,671.87
2015\K1\10X\02_03-2015_05_17-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,127.5,121.6,59.6,45.61,0.0%,0.0%,517.31
2015\K1\10X\02_03-2015_05_19-08_00-K1-10X.jpeg,LOW_CONTRAST,Low color contrast (std dev: 13.7),2288,1712,133.8,124.0,63.1,47.16,0.0%,0.0%,11.41
2015\K1\10X\02_03-2015_05_20-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.4,126.4,68.7,45.84,0.0%,0.0%,530.62
2015\K1\10X\02_03-2015_05_21-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.9,127.0,68.7,47.54,0.0%,0.0%,493.23
2015\K1\10X\02_03-2015_05_22-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.8,129.2,77.2,41.78,0.0%,0.0%,427.76
2015\K1\10X\02_03-2015_05_23-10_28-K1-10X.jpeg,OK,Clean image,2288,1712,153.7,137.4,80.0,49.14,0.0%,0.0%,542.66
2015\K1\10X\02_03-2015_05_26-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,145.1,125.7,78.0,44.73,0.0%,0.0%,582.56
2015\K1\10X\02_03-2015_05_27-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,144.6,125.1,75.8,45.93,0.0%,0.0%,321.16
2015\K1\10X\02_03-2015_05_28-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,148.9,126.7,78.7,46.85,0.0%,0.0%,485.61
2015\K1\10X\02_03-2015_05_29-10_42-K1-1X.jpeg,OK,Clean image,2288,1712,150.7,128.5,83.3,44.95,0.0%,0.0%,445.58
2015\K1\10X\02_03-2015_05_29-11_00-K1-10X.jpeg,OK,Clean image,2288,1712,149.4,129.9,86.1,42.22,0.0%,0.0%,397.48
2015\K1\10X\02_03-2015_05_31-10_25-K1-10X.jpeg,LOW_CONTRAST,Low color contrast (std dev: 12.8),2288,1712,153.1,128.3,82.4,47.17,0.0%,0.0%,19.98
2015\K1\10X\02_03-2015_06_01-11_10-K1-1X.jpeg,OK,Clean image,2288,1712,145.5,128.0,93.8,34.48,0.0%,0.0%,724.48
2015\K1\10X\02_03-2015_06_01-11_30-K1-10X.jpeg,OK,Clean image,2288,1712,134.3,116.4,81.5,35.23,0.0%,0.0%,601.54
2015\K1\10X\02_03-2015_06_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,157.7,129.2,77.5,53.46,0.0%,0.0%,252.01
2015\K1\10X\02_03-2015_06_03-10_30-K1-10X.jpeg,OK,Clean image,2288,1712,140.0,121.7,87.2,35.15,0.0%,0.0%,393.06
2015\K1\10X\02_03-2015_06_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,150.8,125.7,83.2,45.09,0.0%,0.0%,300.88
2015\K1\10X\02_03-2015_06_05-10_30-K1-10X.jpeg,OK,Clean image,2288,1712,156.9,134.0,91.7,43.44,0.0%,0.0%,418.92
2015\K1\10X\02_03-2015_06_06-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.8,117.8,82.7,35.35,0.0%,0.0%,346.91
2015\K1\10X\02_03-2015_06_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,149.9,127.9,87.5,41.58,0.0%,0.0%,335.27
2015\K1\10X\02_03-2015_06_09-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,154.4,131.0,87.2,44.83,0.0%,0.0%,303.64
2015\K1\10X\02_03-2015_06_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,149.6,126.8,86.0,42.38,0.0%,0.0%,375.12
2015\K1\10X\02_03-2015_06_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.0,117.0,86.5,32.41,0.2%,0.0%,2084.32
2015\K1\10X\02_03-2015_07_02-11_52-K1-10X.jpeg,OK,Clean image,2288,1712,149.5,129.6,93.6,37.31,0.2%,0.0%,2020.51
2015\K1\10X\02_03-2015_07_03-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.3,121.1,86.6,34.44,0.1%,0.0%,1649.41
2015\K1\10X\02_03-2015_07_04-08_01-K1-10X.jpeg,OK,Clean image,2288,1712,142.7,122.7,84.6,38.71,0.3%,0.0%,1848.59
2015\K1\10X\02_03-2015_07_05-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,135.5,117.2,81.6,36.01,0.2%,0.0%,1759.04
2015\K1\10X\02_03-2015_07_08-11_28-K1-10X.jpeg,OK,Clean image,2288,1712,139.3,123.4,89.1,33.50,0.1%,0.0%,1860.34
2015\K1\10X\02_03-2015_07_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,140.0,122.1,87.9,34.79,0.1%,0.0%,1884.33
2015\K1\10X\02_03-2015_07_12-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.6,122.0,86.9,35.17,0.1%,0.0%,1773.48
2015\K1\10X\02_03-2015_07_14-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,134.9,118.8,85.7,32.86,0.2%,0.0%,1836.67
2015\K1\10X\02_03-2015_07_18-11_38-K1-10X.jpeg,OK,Clean image,2288,1712,131.4,117.4,86.5,29.97,0.1%,0.0%,2019.04
2015\K1\10X\02_03-2015_07_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.3,120.2,84.6,36.54,0.2%,0.0%,1910.01
2015\K1\10X\02_03-2015_07_20-11_39-K1-10X.jpeg,OK,Clean image,2288,1712,140.2,123.4,86.9,35.56,0.1%,0.0%,1730.49
2015\K1\10X\02_03-2015_07_23-11_54-K1-10X.jpeg,OK,Clean image,2288,1712,131.0,118.1,87.9,28.76,0.1%,0.0%,2074.11
2015\K1\10X\02_03-2015_07_25-11_13-K1-10X.jpeg,OK,Clean image,2288,1712,139.9,122.4,81.6,38.89,0.0%,0.0%,92.02
2015\K1\10X\02_03-2015_07_26-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.4,117.7,83.9,34.35,0.3%,0.0%,1992.84
2015\K1\10X\02_03-2015_07_27-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.4,118.5,80.4,38.02,0.1%,0.0%,550.74
2015\K1\10X\02_03-2015_07_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,143.5,125.4,90.6,35.29,0.2%,0.0%,1839.51
2015\K1\10X\02_03-2015_07_29-10_41-K1-10X.jpeg,OK,Clean image,2288,1712,138.5,125.2,96.5,28.03,0.1%,0.0%,1719.53
2015\K1\10X\02_03-2015_07_30-10_42-K1-10X.jpeg,OK,Clean image,2288,1712,138.6,125.0,94.3,29.56,0.0%,0.0%,1066.83
2015\K1\10X\02_03-2015_07_31-10_44-K1-10X.jpeg,OK,Clean image,2288,1712,146.5,128.5,92.0,36.37,0.1%,0.0%,1855.24
2015\K1\10X\02_03-2015_08_01-10_44-K1-10X.jpeg,OK,Clean image,2288,1712,118.4,121.0,119.6,9.20,0.3%,0.0%,1210.49
2015\K1\10X\02_03-2015_08_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,124.5,117.0,107.9,13.08,0.4%,0.0%,1951.07
2015\K1\10X\02_03-2015_08_03-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,134.4,125.7,116.2,13.91,0.6%,0.0%,2314.84
2015\K1\10X\02_03-2015_08_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,141.0,116.3,92.6,32.27,0.6%,0.0%,1845.73
2015\K1\10X\02_03-2015_08_05-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.5,114.8,92.4,31.38,0.6%,0.0%,1874.08
2015\K1\10X\02_03-2015_08_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.5,114.3,93.4,30.10,0.7%,0.0%,2055.93
2015\K1\10X\02_03-2015_08_07-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,134.7,117.4,104.2,20.42,0.7%,0.0%,1936.11
2015\K1\10X\02_03-2015_08_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,142.9,117.3,96.8,30.82,0.8%,0.0%,2146.92
